0	6.85
0.041667	3.93
0.083333	2.58
0.125	2.32
0.16667	2.1
0.20833	2.49
0.25	2.89
0.29167	2.51
0.33333	2.44
0.375	2.34
0.41667	2.77
0.45833	3.01
0.5	2.34
0.54167	2.68
0.58333	2.05
0.625	1.77
0.66667	2.82
0.70833	2.5
0.75	1.76
0.79167	1.92
0.83333	2.2
0.875	2.19
0.91667	3.68
0.95833	3.26
1	3.35
1.0417	3.96
1.0833	1.98
1.125	1.18
1.1667	1.05
1.2083	0.94
1.25	0.94
1.2917	0.94
1.3333	1.12
1.375	0.93
1.4167	0.88
1.4583	0.76
1.5	1.41
1.5417	0.94
1.5833	0.92
1.625	0.83
1.6667	0.98
1.7083	1.31
1.75	2.51
1.7917	1.14
1.8333	0.84
1.875	1.2
1.9167	1.53
1.9583	1.18
2	0.39
2.0417	0.36
2.0833	0.27
2.125	1.58
2.1667	1.72
2.2083	2.1
2.25	1.55
2.2917	1.55
2.3333	1.32
2.375	1
2.4167	0.96
2.4583	1.18
2.5	1.14
2.5417	1.03
2.5833	1.52
2.625	1.26
2.6667	1.33
2.7083	1.4
2.75	1.34
2.7917	0.94
2.8333	0.74
2.875	0.74
2.9167	0.63
2.9583	0.68
3	0.66
3.0417	0.7
3.0833	0.68
3.125	0.62
3.1667	0.66
3.2083	0.7
3.25	0.78
3.2917	0.65
3.3333	0.68
3.375	0.66
3.4167	0.72
3.4583	0.6
3.5	0.58
3.5417	0.65
3.5833	0.74
3.625	0.88
3.6667	0.87
3.7083	0.82
3.75	0.76
3.7917	0.7
3.8333	0.66
3.875	0.72
3.9167	0.82
3.9583	0.78
4	0.83
4.0417	0.88
4.0833	0.86
4.125	0.82
4.1667	0.9
4.2083	1.11
4.25	1.27
4.2917	1.39
4.3333	1.49
4.375	1.53
4.4167	1.43
4.4583	1.45
4.5	1.58
4.5417	1.63
4.5833	1.63
4.625	1.23
4.6667	1.41
4.7083	1.51
4.75	1.31
4.7917	1.28
4.8333	1.3
4.875	1.24
4.9167	1.25
4.9583	1.15
5	1.01
5.0417	1.01
5.0833	1.05
5.125	0.96
5.1667	0.91
5.2083	0.93
5.25	0.93
5.2917	0.95
5.3333	0.93
5.375	0.94
5.4167	1.18
5.4583	1.22
5.5	1.3
5.5417	1.36
5.5833	1.25
5.625	1.15
5.6667	1
5.7083	1.01
5.75	0.91
5.7917	1.33
5.8333	1.34
5.875	1.27
5.9167	1.22
5.9583	1.11
6	1.09
6.0417	1.23
6.0833	1.16
6.125	1.26
6.1667	1.13
6.2083	1.23
6.25	1.39
6.2917	1.43
6.3333	1.47
6.375	1.88
6.4167	1.36
6.4583	1.51
6.5	1.67
6.5417	1.32
6.5833	1.1
6.625	1.15
6.6667	1.37
6.7083	1.42
6.75	1.26
6.7917	0.76
6.8333	0.92
6.875	0.82
6.9167	0.87
6.9583	1.04
7	1.08
7.0417	1.04
7.0833	0.93
7.125	1.11
7.1667	1.33
7.2083	2.33
7.25	4.57
7.2917	3.92
7.3333	3.48
7.375	3.08
7.4167	3.35
7.4583	4.4
7.5	5.35
7.5417	6.14
7.5833	4.12
7.625	3.11
7.6667	4.34
7.7083	3.54
7.75	1.86
7.7917	0.97
7.8333	1.14
7.875	0.87
7.9167	0.58
7.9583	0.46
8	0.83
8.0417	2.24
8.0833	1.41
8.125	1.54
8.1667	1.83
8.2083	1.03
8.25	0.83
8.2917	0.68
8.3333	0.58
8.375	0.73
8.4167	1.76
8.4583	1.85
8.5	1.64
8.5417	1.72
8.5833	1.84
8.625	1.96
8.6667	2.66
8.7083	3.02
8.75	3.18
8.7917	4
8.8333	4.91
8.875	5
8.9167	4.91
8.9583	4.2
9	3.21
9.0417	3.37
9.0833	3.91
9.125	3.32
9.1667	3.36
9.2083	3.27
9.25	2.78
9.2917	2.79
9.3333	2.24
9.375	1.92
9.4167	1.75
9.4583	1.53
9.5	1.42
9.5417	1.31
9.5833	1.27
9.625	1.36
9.6667	1.35
9.7083	1.27
9.75	1.29
9.7917	1.12
9.8333	1.08
9.875	1.16
9.9167	1.32
9.9583	1.13
10	0.83
10.042	0.89
10.083	0.9
10.125	0.93
10.167	1.13
10.208	0.94
10.25	0.85
10.292	0.84
10.333	0.79
10.375	0.74
10.417	0.88
10.458	0.88
10.5	1
10.542	1.23
10.583	1.08
10.625	1.03
10.667	1
10.708	1.01
10.75	1.01
10.792	0.84
10.833	0.83
10.875	0.85
10.917	1.11
10.958	1.54
11	2.4
11.042	2.26
11.083	2.29
11.125	2.15
11.167	2
11.208	1.8
11.25	1.84
11.292	1.84
11.333	2.05
11.375	1.58
11.417	2.79
11.458	3.48
11.5	2.93
11.542	2.57
11.583	2.52
11.625	3.13
11.667	3.03
11.708	2.13
11.75	2.23
11.792	1.97
11.833	0.74
11.875	0.36
11.917	0.24
11.958	0.38
12	0.52
12.042	0.83
12.083	0.56
12.125	0.63
12.167	0.83
12.208	1.44
12.25	2.37
12.292	2.29
12.333	1.17
12.375	1.21
12.417	2.45
12.458	4.56
12.5	4.21
12.542	5.08
12.583	5.07
12.625	4.65
12.667	3.77
12.708	2.36
12.75	2.21
12.792	2.24
12.833	2.33
12.875	2.34
12.917	2.56
12.958	2.56
13	2.31
13.042	2.06
13.083	2.01
13.125	2.32
13.167	2.12
13.208	2.26
13.25	2.53
13.292	2.43
13.333	2.24
13.375	2.21
13.417	2.38
13.458	2.74
13.5	2.91
13.542	2.71
13.583	2.33
13.625	2.17
13.667	1.96
13.708	1.82
13.75	1.68
13.792	1.72
13.833	1.85
13.875	2.03
13.917	1.73
13.958	1.59
14	1.42
14.042	1.42
14.083	1.34
14.125	1.3
14.167	1.38
14.208	1.49
14.25	1.33
14.292	1.25
14.333	1.22
14.375	1.2
14.417	1.14
14.458	1.32
14.5	1.52
14.542	0.89
14.583	0.92
14.625	0.93
14.667	1.04
14.708	1.03
14.75	1.1
14.792	1.14
14.833	1.08
14.875	1.03
14.917	1.17
14.958	1.29
15	1.34
15.042	1.54
15.083	1.56
15.125	1.51
15.167	1.84
15.208	2.03
15.25	2.63
15.292	2.73
15.333	2.8
15.375	2.67
15.417	2.57
15.458	2.34
15.5	2.08
15.542	1.85
15.583	2.22
15.625	2.01
15.667	2.09
15.708	1.85
15.75	1.78
15.792	1.58
15.833	1.5
15.875	1.62
15.917	1.25
15.958	1.33
16	0.78
16.042	0.64
16.083	0.71
16.125	0.77
16.167	0.94
16.208	0.92
16.25	1.09
16.292	1.11
16.333	0.98
16.375	1.06
16.417	1.29
16.458	1.1
16.5	1.18
16.542	1.37
16.583	1.55
16.625	1.7
16.667	1.82
16.708	1.95
16.75	1.96
16.792	1.85
16.833	1.71
16.875	0.95
16.917	1.11
16.958	1.11
17	1.23
17.042	1.31
17.083	1.54
17.125	1.35
17.167	1.08
17.208	0.88
17.25	0.79
17.292	0.65
17.333	0.64
17.375	0.71
17.417	0.63
17.458	0.63
17.5	0.68
17.542	0.56
17.583	0.59
17.625	0.55
17.667	0.5
17.708	0.48
17.75	0.38
17.792	0.43
17.833	0.41
17.875	0.42
17.917	0.53
