0	1.16
0.041667	1.44
0.083333	1.59
0.125	1.77
0.16667	2.39
0.20833	2.01
0.25	2.21
0.29167	2.77
0.33333	2.41
0.375	2.06
0.41667	2.1
0.45833	1.88
0.5	1.92
0.54167	2.25
0.58333	1.79
0.625	1.57
0.66667	1.73
0.70833	2
0.75	1.86
0.79167	1.77
0.83333	1.8
0.875	1.74
0.91667	1.6
0.95833	1.6
1	1.6
1.0417	1.49
1.0833	6.87
1.125	14.09
1.1667	19.14
1.2083	30.81
1.25	20.05
1.2917	13.06
1.3333	10.26
1.375	9.69
1.4167	9.8
1.4583	8.84
1.5	7.12
1.5417	4.69
1.5833	3.62
1.625	2.84
1.6667	2.92
1.7083	2.8
1.75	2.25
1.7917	2.65
1.8333	1.73
1.875	1.9
1.9167	2.45
1.9583	2.98
2	1.2
2.0417	0.57
2.0833	0.11
2.125	0.06
2.1667	0.1
2.2083	0.15
2.25	0.14
2.2917	0.14
2.3333	0.14
2.375	0.13
2.4167	0.12
2.4583	0.19
2.5	0.31
2.5417	0.24
2.5833	0.24
2.625	0.28
2.6667	1.02
2.7083	1.71
2.75	1.86
2.7917	2.11
2.8333	0.43
2.875	0.33
2.9167	0.24
2.9583	0.41
3	0.4
3.0417	0.38
3.0833	0.39
3.125	0.41
3.1667	0.38
3.2083	0.39
3.25	0.42
3.2917	0.38
3.3333	0.41
3.375	0.35
3.4167	0.35
3.4583	0.35
3.5	0.35
3.5417	0.34
3.5833	0.33
3.625	0.35
3.6667	0.4
3.7083	0.38
3.75	0.32
3.7917	0.31
3.8333	0.29
3.875	0.29
3.9167	0.35
3.9583	0.34
4	0.32
4.0417	0.28
4.0833	0.28
4.125	0.27
4.1667	0.34
4.2083	0.28
4.25	0.38
4.2917	0.34
4.3333	0.31
4.375	0.3
4.4167	0.32
4.4583	0.31
4.5	0.3
4.5417	0.34
4.5833	0.37
4.625	0.42
4.6667	0.4
4.7083	0.4
4.75	0.39
4.7917	0.41
4.8333	0.39
4.875	0.41
4.9167	0.43
4.9583	0.43
5	0.43
5.0417	0.47
5.0833	0.52
5.125	0.53
5.1667	0.54
5.2083	0.65
5.25	0.68
5.2917	0.7
5.3333	0.7
5.375	0.49
5.4167	0.47
5.4583	0.49
5.5	0.49
5.5417	0.48
5.5833	0.49
5.625	0.63
5.6667	0.6
5.7083	0.74
5.75	0.69
5.7917	0.66
5.8333	0.69
5.875	0.67
5.9167	0.7
5.9583	0.79
6	0.84
6.0417	0.95
6.0833	1.64
6.125	1.82
6.1667	1.52
6.2083	1.39
6.25	1.09
6.2917	1.16
6.3333	1.36
6.375	1.02
6.4167	0.98
6.4583	1.03
6.5	1.15
6.5417	1.08
6.5833	1.03
6.625	1
6.6667	0.96
6.7083	0.9
6.75	0.81
6.7917	0.83
6.8333	99.99
6.875	0.88
6.9167	0.8
6.9583	0.82
7	0.97
7.0417	0.92
7.0833	0.87
7.125	0.72
7.1667	0.85
7.2083	0.86
7.25	0.95
7.2917	1.06
