0	5.14
0.0416667	5.14
0.0833333	5.14
0.125	5.14
0.166667	5.14
0.208333	5.14
0.25	5.002
0.291667	5.002
0.333333	5.002
0.375	5.002
0.416667	5.002
0.458333	5.002
0.5	4.358
0.541667	4.358
0.583333	4.358
0.625	3.898
0.666667	3.898
0.708333	3.898
0.75	3.898
0.791667	3.898
0.833333	3.898
0.875	3.898
0.916667	3.898
0.958333	3.898
1	3.898
1.04167	3.898
1.08333	3.898
1.125	3.898
1.16667	3.898
1.20833	3.898
1.25	3.898
1.29167	3.898
1.33333	3.898
1.375	3.898
1.41667	3.898
1.45833	3.898
1.5	3.898
1.54167	3.898
1.58333	3.898
1.625	3.898
1.66667	3.898
1.70833	3.898
1.75	3.898
1.79167	3.898
1.83333	3.898
1.875	3.898
1.91667	3.898
1.95833	3.898
2	3.898
2.04167	3.898
2.08333	3.898
2.125	3.898
2.16667	3.898
2.20833	3.898
2.25	3.898
2.29167	3.898
2.33333	3.898
2.375	4.082
2.41667	4.082
2.45833	4.082
2.5	4.082
2.54167	4.082
2.58333	4.082
2.625	4.082
2.66667	4.082
2.70833	4.082
2.75	4.082
2.79167	4.082
2.83333	4.082
2.875	4.082
2.91667	4.082
2.95833	4.082
3	3.898
3.04167	3.898
3.08333	3.898
3.125	3.622
3.16667	3.622
3.20833	3.622
3.25	3.622
3.29167	3.622
3.33333	3.622
3.375	3.622
3.41667	3.622
3.45833	3.622
3.5	3.622
3.54167	3.622
3.58333	3.622
3.625	3.622
3.66667	3.622
3.70833	3.622
3.75	3.622
3.79167	3.622
3.83333	3.622
3.875	3.622
3.91667	3.622
3.95833	3.622
4	3.622
4.04167	3.622
4.08333	3.622
4.125	3.622
4.16667	3.622
4.20833	3.622
4.25	3.76
4.29167	3.76
4.33333	3.76
4.375	3.3
4.41667	3.3
4.45833	3.3
4.5	3.3
4.54167	3.3
4.58333	3.3
4.625	3.3
4.66667	3.3
4.70833	3.3
4.75	3.3
4.79167	3.3
4.83333	3.3
4.875	3.3
4.91667	3.3
4.95833	3.3
5	3.3
5.04167	3.3
5.08333	3.3
5.125	3.3
5.16667	3.3
5.20833	3.3
5.25	3.3
5.29167	3.3
5.33333	3.3
5.375	3.3
5.41667	3.3
5.45833	3.3
5.5	3.898
5.54167	3.898
5.58333	3.898
5.625	3.898
5.66667	3.898
5.70833	3.898
5.75	3.622
5.79167	3.622
5.83333	3.622
5.875	3.622
5.91667	3.622
5.95833	3.622
6	3.622
6.04167	3.622
6.08333	3.622
6.125	2.84
6.16667	2.84
6.20833	2.84
6.25	2.84
6.29167	2.84
6.33333	2.84
6.375	2.84
6.41667	2.84
6.45833	2.84
6.5	2.84
6.54167	2.84
6.58333	2.84
6.625	2.702
6.66667	2.702
6.70833	2.702
6.75	2.242
6.79167	2.242
6.83333	2.242
6.875	2.242
6.91667	2.242
6.95833	2.242
7	2.242
7.04167	2.242
7.08333	2.242
7.125	2.242
7.16667	2.242
7.20833	2.242
7.25	2.242
7.29167	2.242
7.33333	2.242
7.375	2.242
7.41667	2.242
7.45833	2.242
7.5	2.242
7.54167	2.242
7.58333	2.242
7.625	2.242
7.66667	2.242
7.70833	2.242
7.75	2.242
7.79167	2.242
7.83333	2.242
7.875	2.84
7.91667	2.84
7.95833	2.84
8	2.978
8.04167	2.978
8.08333	2.978
8.125	2.978
8.16667	2.978
8.20833	2.978
8.25	2.978
8.29167	2.978
8.33333	2.978
8.375	3.3
8.41667	3.3
8.45833	3.3
8.5	3.3
8.54167	3.3
8.58333	3.3
8.625	3.438
8.66667	3.438
8.70833	3.438
8.75	3.438
8.79167	3.438
8.83333	3.438
8.875	3.438
8.91667	3.438
8.95833	3.438
9	3.438
9.04167	3.438
9.08333	3.438
9.125	3.438
9.16667	3.438
9.20833	3.438
9.25	3.438
9.29167	3.438
9.33333	3.438
9.375	3.438
9.41667	3.438
9.45833	3.438
9.5	3.438
9.54167	3.438
9.58333	3.438
9.625	3.438
9.66667	3.438
9.70833	3.438
9.75	3.622
9.79167	3.622
9.83333	3.622
9.875	3.76
9.91667	3.76
9.95833	3.76
10	3.898
10.0417	3.898
10.0833	3.898
10.125	3.898
10.1667	3.898
10.2083	3.898
10.25	3.898
10.2917	3.898
10.3333	3.898
10.375	3.898
10.4167	3.898
10.4583	3.898
10.5	3.898
10.5417	3.898
10.5833	3.898
10.625	3.898
10.6667	3.898
10.7083	3.898
10.75	3.898
10.7917	3.898
10.8333	3.898
10.875	3.898
10.9167	3.898
10.9583	3.898
11	3.898
11.0417	3.898
11.0833	3.898
11.125	4.22
11.1667	4.22
11.2083	4.22
11.25	4.22
11.2917	4.22
11.3333	4.22
11.375	3.76
11.4167	3.76
11.4583	3.76
11.5	3.76
11.5417	3.76
11.5833	3.76
11.625	3.3
11.6667	3.3
11.7083	3.3
11.75	3.3
11.7917	3.3
11.8333	3.3
11.875	3.3
11.9167	3.3
11.9583	3.3
12	3.3
12.0417	3.3
12.0833	3.3
12.125	3.3
12.1667	3.3
12.2083	3.3
12.25	3.3
12.2917	3.3
12.3333	3.3
12.375	3.3
12.4167	3.3
12.4583	3.3
12.5	3.3
12.5417	3.3
12.5833	3.3
12.625	3.3
12.6667	3.3
12.7083	3.3
12.75	3.622
12.7917	3.622
12.8333	3.622
12.875	3.622
12.9167	3.622
12.9583	3.622
13	3.622
13.0417	3.622
13.0833	3.622
13.125	3.622
13.1667	3.622
13.2083	3.622
13.25	3.622
13.2917	3.622
13.3333	3.622
13.375	3.622
13.4167	3.622
13.4583	3.622
13.5	3.622
13.5417	3.622
13.5833	3.622
13.625	3.622
13.6667	3.622
13.7083	3.622
13.75	3.622
13.7917	3.622
13.8333	3.622
13.875	3.622
13.9167	3.622
13.9583	3.622
14	3.622
14.0417	3.622
14.0833	3.622
14.125	3.622
14.1667	3.622
14.2083	3.622
14.25	3.76
14.2917	3.76
14.3333	3.76
14.375	3.76
14.4167	3.76
14.4583	3.76
14.5	3.898
14.5417	3.898
14.5833	3.898
14.625	4.22
14.6667	4.22
14.7083	4.22
14.75	4.22
14.7917	4.22
14.8333	4.22
14.875	4.358
14.9167	4.358
14.9583	4.358
15	4.358
15.0417	4.358
15.0833	4.358
15.125	4.358
15.1667	4.358
15.2083	4.358
15.25	4.358
15.2917	4.358
15.3333	4.358
15.375	4.358
15.4167	4.358
15.4583	4.358
15.5	4.358
15.5417	4.358
15.5833	4.358
15.625	4.358
15.6667	4.358
15.7083	4.358
15.75	4.358
15.7917	4.358
15.8333	4.358
15.875	4.358
15.9167	4.358
15.9583	4.358
16	4.358
16.0417	4.358
16.0833	4.358
16.125	4.358
16.1667	4.358
16.2083	4.358
16.25	4.358
16.2917	4.358
16.3333	4.358
16.375	4.358
16.4167	4.358
16.4583	4.358
16.5	4.358
16.5417	4.358
16.5833	4.358
16.625	4.358
16.6667	4.358
16.7083	4.358
16.75	3.898
16.7917	3.898
16.8333	3.898
16.875	3.898
16.9167	3.898
16.9583	3.898
17	3.898
